sep=|
DIPUTACIONES LOCALES
2019/06/03 05:47 (UTC-5)
ACTAS_ESPERADAS|ACTAS_REGISTRADAS|ACTAS_FUERA_CATALOGO|ACTAS_CAPTURADAS|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_CONTABILIZADAS|PORCENTAJE_ACTAS_INCONSISTENCIAS|ACTAS_NO_CONTABILIZADAS|LISTA_NOMINAL_ACTAS_CONTABILIZADAS|TOTAL_VOTOS_C_CS|TOTAL_VOTOS_S_CS|PORCENTAJE_PARTICIPACION_CIUDADANA
2136|2136|0|2136|100.0000|2031|95.0842|23.0337|105|1187254|263005|262598|22.1523

CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CQROO|PESQROO|C_PAN_PRD_PESQROO|C_PAN_PRD|C_PAN_PESQROO|C_PRD_PESQROO|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|CAND_IND_1|CAND_IND_2|CAND_IND_3|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|SHA|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
="230267C0100"|230267C010002|23|QUINTANA ROO|12|DISTRITO 12|267|1|C|0|2|2|268|128|0|128|22|15|39|1|1|1|25|0|1|2|1|5|1|7|0|0|0|0|-|-|-|0|7|128|128|376|0||1|F|f8448d0c8b675c7586477809bb0b07bfad77a7923d8c0c01cafe3296899d1dbd|2019-06-03 00:54:00|2019-06-03 00:59:53|2019-06-03 01:03:46|CATD|ESCANER|ACTA PREP
="230268B0100"|230268B010002|23|QUINTANA ROO|12|DISTRITO 12|268|1|B|0|2|2|341|288|1|289|51|11|62|3|6|31|58|1|2|32|3|13|0|0|1|0|1|0|-|-|-|0|14|SIN DATO|289|610|1||1|F|6a3dcd049411e62dfbd2835b26fd99f7a0e0faa4ba5e21057be8ff19061e04d0|2019-06-03 00:58:00|2019-06-03 01:03:06|2019-06-03 01:06:24|CATD|ESCANER|ACTA PREP
="230268C0100"|230268C010002|23|QUINTANA ROO|12|DISTRITO 12|268|1|C|0|2|2|301|328|1|329|53|10|88|3|7|30|69|1|3|27|SIN DATO|22|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|15|SIN DATO|329|610|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ed28d1ef89aeb563659b2c5a624aca274867b3500a6964f9e0697df6d4a5481d|2019-06-02 21:06:31|2019-06-02 21:19:50|2019-06-02 21:22:39|CASILLA|MOVIL|ACTA PREP
="230268C0200"|230268C020002|23|QUINTANA ROO|12|DISTRITO 12|268|2|C|0|2|2|347|282|1|283|66|10|64|1|3|22|53|1|1|23|2|21|SIN DATO|SIN DATO|1|1|SIN DATO|2|-|-|-|SIN DATO|12|283|283|610|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|848a0bd20ef11be79bc51aed1c91c52c84c9d8078264f95979561620a050b24a|2019-06-02 21:11:36|2019-06-02 21:22:33|2019-06-02 21:25:20|CASILLA|MOVIL|ACTA PREP
="230268C0300"|230268C030002|23|QUINTANA ROO|12|DISTRITO 12|268|3|C|0|2|2|338|317|0|317|57|14|67|7|7|27|55|3|2|23|1|42|2|0|0|0|0|0|-|-|-|0|10|317|317|609|0||1|F|dc7c915d6ffd0dfa80d93d9edf63343d53552ceb7dd85f54bbbee899492808c6|2019-06-03 00:57:00|2019-06-03 01:02:13|2019-06-03 01:04:30|CATD|ESCANER|ACTA PREP
="230269B0100"|230269B010002|23|QUINTANA ROO|12|DISTRITO 12|269|1|B|0|2|2|275|151|SIN DATO|151|18|9|39|4|2|7|44|1|1|9|1|12|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|4|151|151|406|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|654fc3f8e09e503ce4abf88f1ccf62e797cbd746814ce96dde8c230f72ea8f6a|2019-06-02 19:30:02|2019-06-02 19:39:27|2019-06-02 19:42:57|CASILLA|MOVIL|ACTA PREP
="230269C0100"|230269C010002|23|QUINTANA ROO|12|DISTRITO 12|269|1|C|0|2|2|289|136|0|136|23|6|46|3|6|5|22|2|SIN DATO|10|SIN DATO|5|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|5|144|135|405|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|2394d8645b98661f64ed2bd2454569c8378836bcb61eb32b99ab6af072c3e9b9|2019-06-02 20:19:41|2019-06-02 20:27:50|2019-06-02 20:30:44|CASILLA|MOVIL|ACTA PREP
="230272B0100"|230272B010002|23|QUINTANA ROO|12|DISTRITO 12|272|1|B|0|2|2|405|259|2|261|49|23|45|4|12|24|70|0|5|5|3|7|1|0|1|0|1|0|-|-|-|0|11|261|261|646|2||1|F|4a79d5b7635b7f992f1bb0b10f87e41cdb7df0e170830051b180b694b097eb65|2019-06-02 20:00:18|2019-06-02 20:17:22|2019-06-02 20:20:24|CASILLA|MOVIL|ACTA PREP
="230277B0100"|230277B010002|23|QUINTANA ROO|12|DISTRITO 12|277|1|B|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|-|0|0|0|0|502|0|SIN ACTA POR PAQUETE NO ENTREGADO|0|F|||2019-06-03 04:40:06|2019-06-03 04:41:12|CATD|ESCANER|
="230262B0100"|230262B010002|23|QUINTANA ROO|13|DISTRITO 13|262|1|B|0|2|2|420|217|1|218|18|16|42|6|5|10|85|0|12|4|7|6|0|0|0|1|0|0|-|-|-|0|6|218|218|618|1||1|F|338b159fb41e2635d6d5bf093e5f7849d59d44bc125a581ba37fee5c8a6a1f0e|2019-06-02 19:35:20|2019-06-02 19:48:44|2019-06-02 19:50:44|CASILLA|MOVIL|ACTA PREP
="230262C0100"|230262C010002|23|QUINTANA ROO|13|DISTRITO 13|262|1|C|0|2|2|449|211|1|212|22|18|46|3|7|9|69|0|14|6|4|4|0|0|0|0|1|1|-|-|-|0|8|212|212|617|1||1|F|a1931e9468aed333af6948a3a416e3fafda9e63d75e9f1257791aa73d7a193e8|2019-06-02 19:50:56|2019-06-02 19:58:18|2019-06-02 20:02:08|CASILLA|MOVIL|ACTA PREP
="230262C0200"|230262C020002|23|QUINTANA ROO|13|DISTRITO 13|262|2|C|0|2|2|387|248|2|250|25|23|58|7|5|5|89|0|8|7|2|10|1|1|0|0|3|1|-|-|-|0|5|250|250|617|2||1|F|68c06763236c45379d6ae84fce4dd100ef130d2f196f1bd57f43db4b9115fe63|2019-06-02 19:38:27|2019-06-02 19:47:35|2019-06-02 19:49:53|CASILLA|MOVIL|ACTA PREP
="230262C0300"|230262C030002|23|QUINTANA ROO|13|DISTRITO 13|262|3|C|0|2|2|428|207|2|209|26|21|42|7|6|5|58|0|7|8|7|9|0|1|0|1|3|0|-|-|-|201|8|209|410|617|2||1|F|e2e68bea25cd22510a27022c61d39479197a5abb3962f15bf892530c82fbbb8d|2019-06-02 19:33:07|2019-06-02 19:43:11|2019-06-02 19:46:41|CASILLA|MOVIL|ACTA PREP
="230264B0100"|230264B010002|23|QUINTANA ROO|13|DISTRITO 13|264|1|B|0|1|2|419|232|1|233|16|19|30|7|23|5|81|1|23|7|5|4|0|0|3|0|0|1|-|-|-|0|8|233|233|632|1||1|F|5403f768c06a08a08eae7609fb04b5042a9988dbad46971fad1af43fd8145683|2019-06-02 19:19:33|2019-06-02 19:22:39|2019-06-02 19:24:26|CASILLA|MOVIL|ACTA PREP
="230264C0100"|230264C010002|23|QUINTANA ROO|13|DISTRITO 13|264|1|C|0|1|2|446|206|0|206|19|11|29|8|10|6|72|2|21|3|6|6|2|SIN DATO|1|1|SIN DATO|2|-|-|-|SIN DATO|7|206|206|632|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|d3add5b7f998e5f75f7cf91fa6c69d39300fcd2001f621e5488b34e98333ebd8|2019-06-02 19:25:18|2019-06-02 19:29:51|2019-06-02 19:32:16|CASILLA|MOVIL|ACTA PREP
="230264C0200"|230264C020002|23|QUINTANA ROO|13|DISTRITO 13|264|2|C|0|1|2|433|217|2|219|19|13|31|9|16|9|69|1|24|4|6|8|0|0|0|0|0|1|-|-|-|0|9|219|219|632|2||1|F|0edeed8758acec5c79567c64cf6eeb1c2f2ef6b8bd4d31c0a216e4eeabc7828c|2019-06-02 19:32:50|2019-06-02 19:37:20|2019-06-02 19:39:12|CASILLA|MOVIL|ACTA PREP
="230270B0100"|230270B010002|23|QUINTANA ROO|13|DISTRITO 13|270|1|B|0|2|2|468|187|4|187|20|4|33|11|5|1|71|0|26|5|1|0|0|0|0|0|0|0|-|-|-|0|10|187|187|635|4||1|F|f57aaa94ece14d469f87aacd705a4b17e209f21af8efa53ef59d5ac0d8d581b9|2019-06-02 19:24:13|2019-06-02 19:28:39|2019-06-02 19:30:39|CASILLA|MOVIL|ACTA PREP
="230270C0100"|230270C010002|23|QUINTANA ROO|13|DISTRITO 13|270|1|C|0|2|2|461|3|3|202|19|9|46|12|0|0|63|1|36|2|4|0|0|0|0|0|0|0|-|-|-|0|10|202|202|634|3||1|F|7d3aca6dd64ef276f80d3a014863a28b31b1d20b4d93bb7934049049c3ee7788|2019-06-02 19:28:11|2019-06-02 19:33:54|2019-06-02 19:36:54|CASILLA|MOVIL|ACTA PREP
="230271B0100"|230271B010002|23|QUINTANA ROO|13|DISTRITO 13|271|1|B|0|2|2|382|171|1|172|22|6|35|4|3|4|57|0|31|4|1|1|0|0|0|0|3|0|-|-|-|0|3|172|174|534|1||1|F|0e11486be2a5e9d5906da5f2b0b83c8fd28c263371d0e583b54620fc9e3c3f80|2019-06-02 19:45:51|2019-06-02 19:49:35|2019-06-02 19:51:30|CASILLA|MOVIL|ACTA PREP
="230271C0100"|230271C010002|23|QUINTANA ROO|13|DISTRITO 13|271|1|C|0|2|2|402|151|0|151|5|5|40|4|1|1|52|0|34|2|0|2|0|0|0|0|0|0|-|-|-|0|5|151|151|533|0||1|F|99ad89ec0f49ff481be11d3b3d5dd4dbbee349aebe1a20fb3d4ddb76aaa13e70|2019-06-02 19:47:48|2019-06-02 19:52:52|2019-06-02 19:55:29|CASILLA|MOVIL|ACTA PREP
="230273B0100"|230273B010002|23|QUINTANA ROO|13|DISTRITO 13|273|1|B|0|2|2|369|179|3|182|35|37|21|4|7|2|51|0|6|4|2|6|0|0|0|0|0|0|-|-|-|0|7|182|182|531|3||1|F|43f25c1af1dd130324bf0daee3e3decba15502b3bc9204860246e04ec26f2b3f|2019-06-02 18:56:43|2019-06-02 19:01:32|2019-06-02 19:02:42|CASILLA|MOVIL|ACTA PREP
="230273C0100"|230273C010002|23|QUINTANA ROO|13|DISTRITO 13|273|1|C|0|2|2|397|148|5|153|28|31|21|3|5|4|38|0|6|3|1|7|0|0|0|0|2|0|-|-|-|0|4|153|153|530|5||1|F|d69696f07a6095b185f7d6f68486177a76c2a0bd71f5bbe5dc96f08139974aba|2019-06-03 03:00:00|2019-06-03 03:08:07|2019-06-03 03:11:53|CATD|ESCANER|ACTA PREP
="230273E0100"|230273E010002|23|QUINTANA ROO|13|DISTRITO 13|273|1|E|0|2|2|223|232|0|232|21|6|34|95|8|0|28|2|22|1|3|3|0|0|1|0|2|0|-|-|-|0|6|232|232|435|0||1|F|b6988102e1c41687dc06c71852445106e38bb361b0fa2deb9d879b7871a0d112|2019-06-03 03:05:00|2019-06-03 03:15:35|2019-06-03 03:17:44|CATD|ESCANER|ACTA PREP
="230274B0100"|230274B010002|23|QUINTANA ROO|13|DISTRITO 13|274|1|B|0|2|2|415|236|1|237|16|23|77|2|9|4|74|0|12|0|SIN DATO|14|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|-|-|-|SIN DATO|5|SIN DATO|237|632|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|1a5553f4abd042ade64e8babd622f7a0d99e1999d82c4fc39ce251d465e46e87|2019-06-03 02:55:00|2019-06-03 03:02:44|2019-06-03 03:05:24|CATD|ESCANER|ACTA PREP
="230274E0100"|230274E010002|23|QUINTANA ROO|13|DISTRITO 13|274|1|E|0|2|2|SIN DATO|SIN DATO|0|SIN DATO|24|21|32|5|9|20|49|1|23|4|1|6|0|1|2|0|16|1|-|-|-|SIN DATO|7|SIN DATO|222|634|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|48c4bad134aab252db2b9bca07b2d9f0dc77abe1dac0a927efaec2ea0515b44f|2019-06-02 20:56:38|2019-06-02 21:54:30|2019-06-02 21:58:51|CASILLA|MOVIL|ACTA PREP
="230275B0100"|230275B010002|23|QUINTANA ROO|13|DISTRITO 13|275|1|B|0|2|2|402|81|1|82|22|9|8|0|6|1|27|0|1|0|2|3|0|0|1|0|0|0|-|-|-|0|2|82|82|464|1||1|F|17cc496fc0734db5194fd7be7f30d4e55c3186edcbb7dd3854bbac3f4e50505a|2019-06-03 02:40:00|2019-06-03 02:54:14|2019-06-03 02:56:20|CATD|ESCANER|ACTA PREP
="230275C0100"|230275C010002|23|QUINTANA ROO|13|DISTRITO 13|275|1|C|0|2|2|0|0|0|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|SIN DATO|0|0|464|0|TODOS ILEGIBLES O SIN DATO|0|F|cbcb4dfc9eef3fabc14b9d99878d7386ffb9470f061b9a6f1eee9e6b7c9d1c66|2019-06-02 21:02:46|2019-06-03 04:30:37|2019-06-03 04:33:08|CASILLA|MOVIL|ACTA PREP
="230275E0100"|230275E010002|23|QUINTANA ROO|13|DISTRITO 13|275|1|E|0|2|2|189|155|2|157|24|55|23|0|1|1|26|1|7|2|3|3|0|0|0|0|0|0|-|-|-|0|11|157|157|326|2||1|F|6362286c05710b53f16f10d86f61d1514b6bde5ded092a5a1446a9c7d79a003a|2019-06-03 02:53:00|2019-06-03 03:00:24|2019-06-03 03:01:51|CATD|ESCANER|ACTA PREP
="230276B0100"|230276B010002|23|QUINTANA ROO|13|DISTRITO 13|276|1|B|0|2|2|541|191|2|193|23|39|57|1|18|4|22|1|7|4|5|3|0|0|0|0|1|0|-|-|-|0|8|193|193|714|2||1|F|ecb18505958f6ca851d17e3a1667fc65774f1f0427bb885e4f64117dc72b9119|2019-06-02 21:05:33|2019-06-02 22:25:50|2019-06-02 22:30:40|CASILLA|MOVIL|ACTA PREP
="230276E0100"|230276E010002|23|QUINTANA ROO|13|DISTRITO 13|276|1|E|0|2|2|253|177|2|179|20|13|44|1|13|1|50|3|6|1|2|8|0|0|2|0|0|1|-|-|-|0|14|179|179|412|2||1|F|f141e9fa07aa0b85b06df26d63676f455ad878ae2bf0bdb2f35acc5168469478|2019-06-03 02:51:00|2019-06-03 03:01:55|2019-06-03 03:06:15|CATD|ESCANER|ACTA PREP
="230278B0100"|230278B010002|23|QUINTANA ROO|13|DISTRITO 13|278|1|B|0|2|2|301|121|1|122|17|31|21|2|4|SIN DATO|15|SIN DATO|18|2|1|3|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|-|-|-|SIN DATO|7|122|122|403|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ef84b04d3daf4d991e8c63b9f50fe9cb56fe9f55d4d2fd6bf56ef005043a763f|2019-06-03 02:42:00|2019-06-03 02:55:01|2019-06-03 02:56:56|CATD|ESCANER|ACTA PREP
="230278C0100"|230278C010002|23|QUINTANA ROO|13|DISTRITO 13|278|1|C|0|2|2|306|117|0|117|25|29|26|0|8|2|9|0|8|3|0|0|0|0|0|0|0|0|-|-|-|0|7|117|117|403|0||1|F|43362665c937453499f3f6c339e0a9635ae0181691f4ecd6547ae728111ea0f9|2019-06-03 02:45:00|2019-06-03 02:58:04|2019-06-03 03:00:41|CATD|ESCANER|ACTA PREP
="230279B0100"|230279B010002|23|QUINTANA ROO|13|DISTRITO 13|279|1|B|0|2|2|380|252|0|252|40|69|36|8|4|5|33|0|22|1|3|8|0|0|1|1|4|0|-|-|-|0|17|252|252|612|0||1|F|8a143c017f6809f406a1df347f864acbd88cfc5e5190f4bdd70f353acc59edf5|2019-06-02 22:54:54|2019-06-02 22:58:45|2019-06-02 23:00:31|CASILLA|MOVIL|ACTA PREP
="230280B0100"|230280B010002|23|QUINTANA ROO|13|DISTRITO 13|280|1|B|0|2|2|474|136|1|136|44|4|22|4|6|2|27|0|1|2|4|7|1|1|1|0|4|1|-|-|-|0|5|136|136|590|1||1|F|44de112db1f49ecbf12a9c556c1015d5b7f7c7c5b7ffcc0784c73a4d8ac7abb7|2019-06-02 22:55:08|2019-06-02 22:59:38|2019-06-02 23:02:24|CASILLA|MOVIL|ACTA PREP
="230281B0100"|230281B010002|23|QUINTANA ROO|13|DISTRITO 13|281|1|B|0|2|2|112|133|2|135|13|72|16|4|4|0|11|1|7|0|1|0|0|0|1|0|0|0|-|-|-|0|5|135|135|227|2||1|F|10c9db866b6077ae77aa3e11b8160b77d5dfbd7ad9165c2c92f4259b0a34fae8|2019-06-03 02:57:00|2019-06-03 03:07:10|2019-06-03 03:12:34|CATD|ESCANER|ACTA PREP
="230282B0100"|230282B010002|23|QUINTANA ROO|13|DISTRITO 13|282|1|B|0|2|2|501|216|2|218|47|23|24|1|18|5|23|2|53|9|1|7|1|0|0|0|0|0|-|-|-|0|4|218|218|699|2||1|F|48852aaae0a1ad6a51749ec7fd23e474713be3acb63cd3322fefef4482570ac2|2019-06-03 02:50:00|2019-06-03 02:57:29|2019-06-03 02:59:55|CATD|ESCANER|ACTA PREP
="230283B0100"|230283B010002|23|QUINTANA ROO|13|DISTRITO 13|283|1|B|0|2|2|412|281|0|281|40|70|48|2|36|0|36|2|14|2|2|5|0|0|0|0|0|0|-|-|-|0|24|281|281|673|0||1|F|05a59108333c0a2aabd38738d3a1454721e56b773a4acaa1b958c66bd24d49e9|2019-06-02 22:24:13|2019-06-02 22:46:23|2019-06-02 22:47:51|CASILLA|MOVIL|ACTA PREP
="230384B0100"|230384B010002|23|QUINTANA ROO|13|DISTRITO 13|384|1|B|0|2|2|415|187|0|187|33|37|12|1|11|3|51|2|8|5|0|3|0|0|0|0|0|4|-|-|-|17|0|187|187|582|0||1|F|04650b9fd8dec4b1ec8d64963eb869c6588f0c0079c344bc7109d53c9632563c|2019-06-03 01:43:00|2019-06-03 01:48:25|2019-06-03 01:50:35|CATD|ESCANER|ACTA PREP
="230384C0100"|230384C010002|23|QUINTANA ROO|13|DISTRITO 13|384|1|C|0|2|2|426|176|0|176|25|38|13|1|13|1|56|3|7|3|1|1|0|0|1|0|0|1|-|-|-|0|12|176|176|582|0||1|F|7e29cbc56198fa3329df5271c6627325744599806a932d3e38acffb39d6d0b34|2019-06-03 01:49:00|2019-06-03 01:55:47|2019-06-03 02:02:17|CATD|ESCANER|ACTA PREP
="230385B0100"|230385B010002|23|QUINTANA ROO|13|DISTRITO 13|385|1|B|0|2|2|295|199|0|199|34|44|23|1|24|2|50|1|5|1|1|4|0|0|0|0|0|0|-|-|-|0|9|199|199|474|0||1|F|372576c5a9fcc21d6768f87455cb78f9b3ae6380d5e31cb9cf0d792fd897a9ac|2019-06-03 01:47:00|2019-06-03 01:53:11|2019-06-03 01:58:31|CATD|ESCANER|ACTA PREP
="230385C0100"|230385C010002|23|QUINTANA ROO|13|DISTRITO 13|385|1|C|0|2|2|279|214|1|215|27|46|27|3|31|2|63|0|8|0|0|3|0|0|0|0|0|1|-|-|-|0|4|215|215|474|1||1|F|e912688e28bfa1f75af6612c14a96956d9d6e2b3a0958c29d3ae8722568f8b10|2019-06-03 01:50:00|2019-06-03 01:57:04|2019-06-03 02:03:44|CATD|ESCANER|ACTA PREP
="230385E0100"|230385E010002|23|QUINTANA ROO|13|DISTRITO 13|385|1|E|0|2|2|231|135|0|135|12|23|7|2|33|0|48|0|2|0|0|1|0|0|0|0|0|1|-|-|-|0|6|135|135|346|0||1|F|c98e77673b96b3eb2ce10d8d4d23b903e7bf14794b8e6a645298da963da76cc2|2019-06-02 21:38:28|2019-06-02 22:27:59|2019-06-02 22:29:33|CASILLA|MOVIL|ACTA PREP
="230386B0100"|230386B010002|23|QUINTANA ROO|13|DISTRITO 13|386|1|B|0|2|2|258|205|0|205|10|60|16|2|24|5|65|3|2|2|0|1|0|0|1|0|0|5|-|-|-|0|9|205|205|443|0||1|D|316485fcc2e933da53ab3ca2aeca556f553ca19e41f76767d249b333f022cd7f|2019-06-02 23:48:00|2019-06-02 23:57:00|2019-06-02 23:58:31|CATD|ESCANER|ACTA PREP
="230387B0100"|230387B010002|23|QUINTANA ROO|13|DISTRITO 13|387|1|B|0|2|2|324|391|1|392|54|85|43|7|70|25|54|11|15|3|4|2|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|-|-|-|16|16|392|407|696|1|ALGUN DATO ILEGIBLE O SIN DATO|1|D|2bb9df1298e06c81b00e9846f20786dd240c1eebddff4001e40941fc2af4104c|2019-06-02 23:44:00|2019-06-02 23:56:26|2019-06-02 23:57:54|CATD|ESCANER|ACTA PREP
="230388B0100"|230388B010002|23|QUINTANA ROO|13|DISTRITO 13|388|1|B|0|2|2|370|288|14|SIN DATO|13|47|36|0|55|29|40|31|3|6|0|0|0|0|4|0|2|1|-|-|-|0|21|288|288|638|14||1|D|b8ab8779563f4b53596de511e5848b1ef0dd7483cdb0a68d368d0277eb451789|2019-06-02 23:56:00|2019-06-03 00:01:40|2019-06-03 00:03:42|CATD|ESCANER|ACTA PREP
="230389B0100"|230389B010002|23|QUINTANA ROO|13|DISTRITO 13|389|1|B|0|2|2|268|256|7|256|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|SIN DATO|ILEGIBLE|SIN DATO|ILEGIBLE|SIN DATO|0|1|0|8|2|1|0|0|-|-|-|1|18|23|31|504|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|d5d73a199dcebfa31b2f94f9c4be24831e5c9c203bb917fb47ad4bd5e658d92e|2019-06-02 23:07:00|2019-06-03 04:25:57|2019-06-03 04:31:33|CATD|ESCANER|ACTA PREP
="230389C0100"|230389C010002|23|QUINTANA ROO|13|DISTRITO 13|389|1|C|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|-|-|0|0|0|0|504|0|SIN ACTA POR PAQUETE NO ENTREGADO|0|D|||2019-06-03 04:41:26|2019-06-03 04:42:22|CATD|ESCANER|
="230390B0100"|230390B010002|23|QUINTANA ROO|13|DISTRITO 13|390|1|B|0|2|2|206|200|0|200|52|13|27|3|16|20|45|2|3|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|9|-|-|-|SIN DATO|9|200|200|386|0|ALGUN DATO ILEGIBLE O SIN DATO|1|D|8903414d8b24b437e064dd81f090546715b174486e054a02c4774045c797c41a|2019-06-02 23:15:00|2019-06-02 23:21:36|2019-06-02 23:23:29|CATD|ESCANER|ACTA PREP
="230390C0100"|230390C010002|23|QUINTANA ROO|13|DISTRITO 13|390|1|C|0|2|2|224|181|0|182|41|19|14|7|10|16|61|SIN DATO|5|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|-|-|-|2|0|182|177|386|0|ALGUN DATO ILEGIBLE O SIN DATO|1|D|63e46b6c32a4f626a80d2c37fe46f08260c93a38d237bd4bc4ac9912607e4225|2019-06-02 23:17:00|2019-06-02 23:27:22|2019-06-02 23:30:00|CATD|ESCANER|ACTA PREP
="230391B0100"|230391B010002|23|QUINTANA ROO|13|DISTRITO 13|391|1|B|0|2|2|487|210|0|210|44|48|23|8|17|5|32|5|4|6|4|4|1|0|0|0|0|1|-|-|-|0|13|210|215|677|0||1|D|5b41314d9f2fbbf4a7ad52747013c70fa44d248570dfa26d4a313f617ef2428e|2019-06-02 19:19:34|2019-06-02 19:23:45|2019-06-02 19:26:06|CASILLA|MOVIL|ACTA PREP
="230392B0100"|230392B010002|23|QUINTANA ROO|13|DISTRITO 13|392|1|B|0|2|2|500|167|0|167|2|47|4|7|25|1|66|1|1|2|0|0|0|0|1|0|0|0|-|-|-|0|9|167|166|647|0||1|D|d683f37c8a69a157f41f63d915271a4c3974c8011fcd48d72f80a9ade4a59e6d|2019-06-02 22:05:00|2019-06-02 22:09:13|2019-06-02 22:11:46|CATD|ESCANER|ACTA PREP
="230392C0100"|230392C010002|23|QUINTANA ROO|13|DISTRITO 13|392|1|C|0|2|2|531|136|0|136|5|34|2|3|26|1|44|5|0|1|0|0|0|0|0|1|0|3|-|-|-|0|11|136|136|647|0||1|D|3b03155e343789082fcb8af415b602ea7636ce2807da6bd4c73f0e2023d7750d|2019-06-02 22:10:00|2019-06-02 22:18:05|2019-06-02 22:21:26|CATD|ESCANER|ACTA PREP
="230392C0200"|230392C020002|23|QUINTANA ROO|13|DISTRITO 13|392|2|C|0|2|2|495|172|0|172|2|65|13|10|18|4|40|2|0|2|0|0|0|0|1|0|0|1|-|-|-|0|14|172|172|647|0||1|D|de318cdd65e81a76260e7aad3ca439d2ee25820815f2734f16d0dc6f737f3c51|2019-06-02 22:12:00|2019-06-02 22:17:05|2019-06-02 22:20:54|CATD|ESCANER|ACTA PREP
="230394B0100"|230394B010002|23|QUINTANA ROO|13|DISTRITO 13|394|1|B|0|2|2|302|242|0|242|48|64|14|6|14|4|62|1|11|3|1|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|-|-|-|SIN DATO|11|242|242|524|0|ALGUN DATO ILEGIBLE O SIN DATO|1|D|fbe04a12911e57a14169de371ca7d6777a373fedf660e456e656957ff4854fd2|2019-06-02 23:05:00|2019-06-02 23:10:40|2019-06-02 23:12:42|CATD|ESCANER|ACTA PREP
="230394E0100"|230394E010002|23|QUINTANA ROO|13|DISTRITO 13|394|1|E|0|2|2|342|147|0|147|24|23|10|5|15|1|39|1|2|1|10|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|-|-|-|0|10|147|145|469|0|ALGUN DATO ILEGIBLE O SIN DATO|1|D|1b717666ee8d4883ef7fd0d8e4c57e34c65a8ec047d6a04453cf823409b85bf7|2019-06-02 23:11:00|2019-06-02 23:15:59|2019-06-02 23:18:35|CATD|ESCANER|ACTA PREP
="230395B0100"|230395B010002|23|QUINTANA ROO|13|DISTRITO 13|395|1|B|0|2|2|342|177|0|177|22|19|12|1|19|2|78|1|8|1|1|1|0|0|0|1|0|3|-|-|-|0|7|177|176|499|0||1|D|a8179f15feda9ca8ceeebb7b437106e91deb9afe46822e81e753ef4a863c5985|2019-06-02 23:09:00|2019-06-02 23:15:51|2019-06-02 23:17:50|CATD|ESCANER|ACTA PREP
